date,USSLIND
2010-06-01,1.159016393442623
2010-07-01,1.095223880597015
2010-08-01,0.8870422535211268
2010-09-01,1.0128947368421053
2010-10-01,1.1069620253164556
2010-11-01,1.3475675675675678
2010-12-01,1.4629230769230768
2011-01-01,1.461851851851852
2011-02-01,1.5304411764705883
2011-03-01,1.5029032258064516
2011-04-01,1.4428787878787879
2011-05-01,1.186231884057971
2011-06-01,1.2874999999999999
2011-07-01,1.3473239436619717
2011-08-01,1.6105555555555555
2011-09-01,1.48125
2011-10-01,1.627704918032787
2011-11-01,1.75578125
2011-12-01,1.8192857142857142
2012-01-01,1.7855714285714284
2012-02-01,1.6097142857142859
2012-03-01,1.6277966101694916
2012-04-01,1.4903030303030302
2012-05-01,1.4691803278688524
2012-06-01,1.3075409836065575
2012-07-01,1.248
2012-08-01,1.2929310344827587
2012-09-01,1.355090909090909
2012-10-01,1.6680327868852458
2012-11-01,1.6069841269841272
2012-12-01,1.5996491228070175
2013-01-01,1.6624999999999999
2013-02-01,1.6975438596491226
2013-03-01,1.5115094339622641
2013-04-01,1.523157894736842
2013-05-01,1.6010000000000002
2013-06-01,1.5345283018867923
2013-07-01,1.6466666666666665
2013-08-01,1.5296078431372548
2013-09-01,1.5862790697674418
2013-10-01,1.5003921568627452
2013-11-01,1.5065306122448978
2013-12-01,1.5089655172413794
2014-01-01,1.7333962264150944
2014-02-01,1.5935416666666666
2014-03-01,1.6495744680851063
2014-04-01,1.87
2014-05-01,1.7974468085106383
2014-06-01,1.8520833333333333
2014-07-01,1.93
2014-08-01,1.8858536585365855
2014-09-01,1.9348780487804877
2014-10-01,1.944047619047619
2014-11-01,1.6876923076923078
2014-12-01,1.7839534883720929
2015-01-01,1.473720930232558
2015-02-01,1.5338461538461539
2015-03-01,1.5461764705882353
2015-04-01,1.5799999999999998
2015-05-01,1.7049999999999998
2015-06-01,1.6851351351351351
2015-07-01,1.7109677419354838
2015-08-01,1.6462962962962961
2015-09-01,1.6944444444444444
2015-10-01,1.5662162162162163
2015-11-01,1.5793939393939396
2015-12-01,1.5703333333333334
2016-01-01,1.4378378378378378
2016-02-01,1.6578787878787877
2016-03-01,1.548235294117647
2016-04-01,1.5028125
2016-05-01,1.3993333333333333
2016-06-01,1.449655172413793
2016-07-01,1.3864
2016-08-01,1.4951851851851852
2016-09-01,1.366774193548387
2016-10-01,1.291
2016-11-01,1.670909090909091
2016-12-01,1.5054166666666666
2017-01-01,1.6413793103448275
2017-02-01,1.4243478260869566
2017-03-01,1.5973076923076923
2017-04-01,1.5507142857142857
2017-05-01,1.3908333333333334
2017-06-01,1.4633333333333334
2017-07-01,1.297
2017-08-01,1.3185714285714287
2017-09-01,1.1295454545454546
2017-10-01,1.5778260869565217
2017-11-01,1.4220833333333334
2017-12-01,1.4852631578947368
2018-01-01,1.5547368421052632
2018-02-01,1.5585714285714285
2018-03-01,1.554
2018-04-01,1.5683333333333336
2018-05-01,1.5411111111111109
2018-06-01,1.5094999999999998
2018-07-01,1.2822222222222222
2018-08-01,1.47
2018-09-01,1.3411764705882354
2018-10-01,1.4284615384615384
2018-11-01,1.0925
2018-12-01,1.094
2019-01-01,1.083076923076923
2019-02-01,1.154
2019-03-01,1.2336363636363636
2019-04-01,1.4357142857142857
2019-05-01,1.415
2019-06-01,1.1414285714285715
2019-07-01,1.2657142857142858
2019-08-01,1.3299999999999998
2019-09-01,1.4874999999999998
2019-10-01,1.3425
2019-11-01,1.3675000000000002
2019-12-01,1.4833333333333332
2020-01-01,1.57
2020-02-01,1.72
